country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-04-2026 19:00,22.7605581,88.3617589,NO2,15,34,21
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-04-2026 19:00,22.7605581,88.3617589,NH3,3,5,4
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",17-04-2026 19:00,22.7605581,88.3617589,OZONE,10,36,28
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",17-04-2026 19:00,23.508764,87.35444,OZONE,1,40,9
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",17-04-2026 19:00,28.6245479,77.3577104,CO,79,118,102
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",17-04-2026 19:00,28.5898,77.3101,PM10,172,444,328
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",17-04-2026 19:00,28.5898,77.3101,SO2,17,46,26
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",17-04-2026 19:00,28.56923,77.393848,CO,26,124,49
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",17-04-2026 19:00,25.494,81.863,OZONE,1,61,45
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",17-04-2026 19:00,26.8458805,80.9365541,NO2,40,47,43
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",17-04-2026 19:00,28.999264,77.7590354,SO2,36,43,39
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",17-04-2026 19:00,28.9535882,77.7622941,PM10,134,391,232
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",17-04-2026 19:00,28.9535882,77.7622941,NH3,8,18,12
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",17-04-2026 19:00,22.5687319,88.2797276,SO2,6,40,15
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",17-04-2026 19:00,22.5687319,88.2797276,OZONE,10,30,26
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",17-04-2026 19:00,22.55664,88.342674,SO2,3,19,6
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",17-04-2026 19:00,22.55664,88.342674,OZONE,2,19,14
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",17-04-2026 19:00,22.51106,88.35142,SO2,5,6,5
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",17-04-2026 19:00,16.9872867,81.7363176,OZONE,6,20,18
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",17-04-2026 19:00,13.67,79.35,PM2.5,34,85,58
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",17-04-2026 19:00,13.67,79.35,NH3,3,4,3
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",17-04-2026 19:00,13.67,79.35,CO,16,34,22
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",17-04-2026 19:00,13.615387,79.40923,PM2.5,50,75,59
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",17-04-2026 19:00,13.615387,79.40923,PM10,49,74,58
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",17-04-2026 19:00,16.486692,80.699436,NO2,23,34,26
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",17-04-2026 19:00,16.486692,80.699436,SO2,8,17,13
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",17-04-2026 19:00,16.509717,80.612222,PM10,40,62,49
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",17-04-2026 19:00,16.509717,80.612222,NO2,16,26,20
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",17-04-2026 19:00,16.509717,80.612222,NH3,7,9,7
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",17-04-2026 19:00,16.509717,80.612222,OZONE,15,36,30
India,Bihar,Munger,"Town Hall, Munger - BSPCB",17-04-2026 19:00,25.376776,86.471523,SO2,39,119,82
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",17-04-2026 19:00,26.11442,85.39813,OZONE,28,79,70
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",17-04-2026 19:00,26.1403345,85.3650192,PM10,52,70,55
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",17-04-2026 19:00,26.1403345,85.3650192,NO2,2,8,5
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",17-04-2026 19:00,26.1209,85.3647,NO2,9,16,12
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",17-04-2026 19:00,26.1209,85.3647,SO2,4,10,6
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",17-04-2026 19:00,26.1209,85.3647,CO,28,70,47
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",17-04-2026 19:00,25.586562,85.043586,NO2,33,40,37
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",17-04-2026 19:00,25.586562,85.043586,NH3,8,9,8
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",17-04-2026 19:00,25.586562,85.043586,SO2,4,9,6
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",17-04-2026 19:00,16.316553,80.413302,PM2.5,41,146,54
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",17-04-2026 19:00,16.316553,80.413302,NO2,4,22,11
India,Andhra_Pradesh,Guntur,"Rajendra Nagar North, Guntur - APPCB",17-04-2026 19:00,16.316553,80.413302,SO2,7,25,11
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",17-04-2026 19:00,14.465052,78.824187,PM2.5,56,82,72
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",17-04-2026 19:00,14.465052,78.824187,SO2,11,18,12
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",17-04-2026 19:00,14.465052,78.824187,OZONE,25,45,36
India,Andhra_Pradesh,Machilipatnam,"Srinivas Nagar Colony, Machilipatnam - APPCB",17-04-2026 19:00,16.186555,81.13219,OZONE,30,44,37
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",17-04-2026 19:00,16.9872867,81.7363176,NH3,NA,NA,NA
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",17-04-2026 19:00,16.9872867,81.7363176,CO,21,46,27
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",17-04-2026 19:00,26.181742,91.78063,NO2,3,3,3
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",17-04-2026 19:00,26.181742,91.78063,SO2,2,9,4
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",17-04-2026 19:00,26.349082,92.68449,CO,12,25,21
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",17-04-2026 19:00,26.446912,91.439057,PM2.5,23,49,36
India,Assam,Silchar,"Tarapur, Silchar - PCBA",17-04-2026 19:00,24.82827,92.79525,PM2.5,32,72,49
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",17-04-2026 19:00,26.987634,94.636574,PM2.5,28,76,45
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",17-04-2026 19:00,26.987634,94.636574,CO,17,56,19
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",17-04-2026 19:00,26.146529,87.454184,SO2,44,62,53
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",17-04-2026 19:00,25.204762,85.51496,PM2.5,23,47,35
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",17-04-2026 19:00,25.204762,85.51496,SO2,10,10,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB",17-04-2026 19:00,25.56752,83.966379,OZONE,1,23,16
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",17-04-2026 19:00,25.7808257,84.7446768,PM10,66,90,77
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",17-04-2026 19:00,25.7808257,84.7446768,NO2,2,4,3
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",17-04-2026 19:00,24.7955,84.9994,NO2,9,9,9
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",17-04-2026 19:00,24.792403,84.992416,CO,1,28,19
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",17-04-2026 19:00,24.762518,84.982348,PM2.5,49,93,69
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",17-04-2026 19:00,16.554731,80.64911,CO,19,30,24
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",17-04-2026 19:00,16.554731,80.64911,OZONE,19,38,30
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17-04-2026 19:00,17.72,83.3,CO,5,63,14
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",17-04-2026 19:00,27.103358,93.679645,NO2,7,8,8
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",17-04-2026 19:00,27.103358,93.679645,SO2,10,12,11
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",17-04-2026 19:00,26.071318,91.87488,NO2,3,21,10
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",17-04-2026 19:00,26.10887,91.589544,PM2.5,34,61,45
India,Bihar,Patna,"Muradpur, Patna - BSPCB",17-04-2026 19:00,25.619651,85.147382,SO2,5,11,9
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",17-04-2026 19:00,25.599486,85.113666,PM2.5,45,66,57
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",17-04-2026 19:00,25.599486,85.113666,NH3,2,3,3
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",17-04-2026 19:00,25.599486,85.113666,OZONE,26,32,29
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",17-04-2026 19:00,25.366336,87.117468,PM2.5,57,72,67
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",17-04-2026 19:00,25.0328,85.41948,PM2.5,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",17-04-2026 19:00,25.892357,86.590325,PM2.5,4,67,32
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",17-04-2026 19:00,25.697189,85.2459,PM10,48,115,80
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",17-04-2026 19:00,26.0881305,87.93840336,NO2,8,9,8
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",17-04-2026 19:00,26.0881305,87.93840336,CO,14,16,14
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",17-04-2026 19:00,27.308328,84.531742,NO2,3,36,9
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",17-04-2026 19:00,26.63086,84.90051,PM10,46,123,72
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",17-04-2026 19:00,26.63086,84.90051,OZONE,2,5,4
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",17-04-2026 19:00,16.5150833,80.5181667,PM2.5,11,57,26
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",17-04-2026 19:00,16.5150833,80.5181667,SO2,7,22,12
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",17-04-2026 19:00,14.675886,77.593027,NO2,16,27,24
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",17-04-2026 19:00,14.675886,77.593027,OZONE,31,55,42
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",17-04-2026 19:00,13.20488,79.097889,NO2,13,28,22
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",17-04-2026 19:00,25.5626095,84.663264,NH3,1,2,2
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",17-04-2026 19:00,26.80365,84.51954,OZONE,16,22,19
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",17-04-2026 19:00,25.251013,86.989001,PM10,40,103,62
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",17-04-2026 19:00,21.258815,81.578979,OZONE,7,83,45
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",17-04-2026 19:00,21.219665,81.630094,NO2,27,58,35
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",17-04-2026 19:00,21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",17-04-2026 19:00,21.219665,81.630094,SO2,10,65,26
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",17-04-2026 19:00,21.219665,81.630094,CO,26,90,39
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",17-04-2026 19:00,21.237755,81.705301,NO2,10,32,18
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",17-04-2026 19:00,21.237755,81.705301,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",17-04-2026 19:00,21.237755,81.705301,SO2,6,59,25
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",17-04-2026 19:00,21.237755,81.705301,OZONE,3,94,68
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",17-04-2026 19:00,21.371751,81.664929,OZONE,5,87,60
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",17-04-2026 19:00,22.06631475,83.33820077,NO2,22,91,59
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",17-04-2026 19:00,22.06631475,83.33820077,NH3,1,3,2
India,Delhi,Delhi,"Alipur, Delhi - DPCC",17-04-2026 19:00,28.815329,77.15301,PM10,160,500,325
India,Delhi,Delhi,"JNU, Delhi - DPCC",17-04-2026 19:00,28.540721,77.168544,NO2,7,90,44
India,Delhi,Delhi,"JNU, Delhi - DPCC",17-04-2026 19:00,28.540721,77.168544,CO,66,122,83
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",17-04-2026 19:00,28.73282,77.170633,NO2,60,135,101
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",17-04-2026 19:00,28.73282,77.170633,SO2,38,94,75
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",17-04-2026 19:00,28.73282,77.170633,CO,18,128,43
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",17-04-2026 19:00,28.58028,77.233829,NH3,9,12,11
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-04-2026 19:00,28.5918245,77.2273074,PM2.5,29,324,196
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",17-04-2026 19:00,28.5918245,77.2273074,PM10,111,376,225
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",17-04-2026 19:00,28.611281,77.237738,PM10,125,376,243
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",17-04-2026 19:00,22.368195,82.746431,PM10,50,148,74
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",17-04-2026 19:00,22.368195,82.746431,NO2,7,48,21
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",17-04-2026 19:00,22.368195,82.746431,OZONE,5,23,19
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",17-04-2026 19:00,22.12665,83.483212,PM10,40,107,69
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",17-04-2026 19:00,22.1910172,83.5197009,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",17-04-2026 19:00,21.258815,81.578979,SO2,1,64,9
India,Delhi,Delhi,"Alipur, Delhi - DPCC",17-04-2026 19:00,28.815329,77.15301,CO,28,95,43
India,Delhi,Delhi,"Alipur, Delhi - DPCC",17-04-2026 19:00,28.815329,77.15301,OZONE,3,65,48
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",17-04-2026 19:00,28.695381,77.181665,PM10,159,455,316
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",17-04-2026 19:00,28.695381,77.181665,NH3,6,7,6
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",17-04-2026 19:00,28.695381,77.181665,CO,6,126,37
India,Delhi,Delhi,"Bawana, Delhi - DPCC",17-04-2026 19:00,28.7762,77.051074,NO2,19,109,62
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",17-04-2026 19:00,28.7256504,77.2011573,NO2,22,111,61
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",17-04-2026 19:00,28.493624,77.201159,OZONE,12,213,147
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",17-04-2026 19:00,28.6811736,77.3025234,SO2,2,41,22
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",17-04-2026 19:00,28.54246,77.191651,PM2.5,68,265,150
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM",17-04-2026 19:00,28.54246,77.191651,PM10,127,440,235
India,Delhi,Delhi,"ITO, Delhi - CPCB",17-04-2026 19:00,28.628624,77.24106,CO,22,140,43
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",17-04-2026 19:00,25.892357,86.590325,CO,24,38,31
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",17-04-2026 19:00,30.735567,76.775714,PM10,39,152,92
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",17-04-2026 19:00,30.735567,76.775714,NH3,8,28,19
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",17-04-2026 19:00,30.751462,76.762879,PM10,NA,NA,NA
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC ",17-04-2026 19:00,28.594169,77.1251,CO,46,117,71
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",17-04-2026 19:00,28.615828,77.271992,PM2.5,3,136,63
India,Delhi,Delhi,"DTU, Delhi - CPCB",17-04-2026 19:00,28.7500499,77.1112615,NO2,28,82,36
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-04-2026 19:00,28.5627763,77.1180053,PM2.5,54,304,185
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-04-2026 19:00,28.5627763,77.1180053,CO,18,105,42
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",17-04-2026 19:00,28.5627763,77.1180053,OZONE,20,109,65
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",17-04-2026 19:00,21.185571,81.343175,NH3,1,2,1
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB",17-04-2026 19:00,21.224231,81.40835,NH3,4,6,5
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-04-2026 19:00,28.6573814,77.1585447,CO,44,154,68
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",17-04-2026 19:00,28.530785,77.271255,PM10,147,476,333
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",17-04-2026 19:00,28.623763,77.287209,PM10,150,441,325
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",17-04-2026 19:00,28.674045,77.131023,PM2.5,8,345,230
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",17-04-2026 19:00,28.674045,77.131023,CO,38,106,50
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",17-04-2026 19:00,28.674045,77.131023,OZONE,4,99,64
India,Delhi,Delhi,"Pusa, Delhi - DPCC",17-04-2026 19:00,28.639652,77.146275,NO2,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - DPCC",17-04-2026 19:00,28.639652,77.146275,NH3,NA,NA,NA
India,Delhi,Delhi,"Pusa, Delhi - IMD",17-04-2026 19:00,28.63611,77.173332,PM10,121,407,232
India,Delhi,Delhi,"Pusa, Delhi - IMD",17-04-2026 19:00,28.63611,77.173332,NO2,27,124,79
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",17-04-2026 19:00,28.563262,77.186937,PM2.5,60,352,241
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",17-04-2026 19:00,23.59315,72.372792,NO2,33,45,39
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",17-04-2026 19:00,23.59315,72.372792,SO2,5,13,8
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",17-04-2026 19:00,22.410802,73.097923,PM2.5,46,357,138
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",17-04-2026 19:00,22.248853,70.776774,PM2.5,19,91,55
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",17-04-2026 19:00,21.217779,72.834787,PM2.5,2,195,66
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",17-04-2026 19:00,22.320153,73.216285,PM2.5,42,192,93
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",17-04-2026 19:00,22.320153,73.216285,PM10,60,170,105
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",17-04-2026 19:00,28.62181,77.1944633,NH3,NA,NA,NA
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",17-04-2026 19:00,28.62181,77.1944633,SO2,20,34,27
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",17-04-2026 19:00,28.672342,77.31526,PM2.5,59,384,244
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",17-04-2026 19:00,28.672342,77.31526,CO,23,130,34
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",17-04-2026 19:00,28.672342,77.31526,OZONE,7,94,61
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",17-04-2026 19:00,28.699793,77.165453,NO2,81,210,145
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",17-04-2026 19:00,23.107969,72.574648,OZONE,1,88,68
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",17-04-2026 19:00,22.977134,72.553024,CO,1,69,63
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",17-04-2026 19:00,23.076793,72.627874,PM10,96,220,115
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",17-04-2026 19:00,23.076793,72.627874,NH3,1,5,2
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",17-04-2026 19:00,21.613267,73.010555,PM2.5,NA,NA,NA
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",17-04-2026 19:00,21.613267,73.010555,NH3,NA,NA,NA
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",17-04-2026 19:00,23.163798,72.677768,OZONE,2,74,56
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",17-04-2026 19:00,23.243639,72.68994,NH3,1,2,1
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",17-04-2026 19:00,23.221714,72.654328,PM10,67,128,95
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",17-04-2026 19:00,28.594004,76.909423,NO2,10,148,83
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",17-04-2026 19:00,28.594004,76.909423,CO,36,108,46
India,Delhi,Delhi,"Narela, Delhi - DPCC",17-04-2026 19:00,28.822836,77.101981,NH3,5,8,7
India,Delhi,Delhi,"Narela, Delhi - DPCC",17-04-2026 19:00,28.822836,77.101981,SO2,9,69,35
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",17-04-2026 19:00,28.56789,77.250515,OZONE,1,74,52
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",17-04-2026 19:00,28.6573814,77.1585447,PM2.5,47,402,245
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",17-04-2026 19:00,23.002657,72.591912,OZONE,65,100,86
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",17-04-2026 19:00,23.020509,72.579261,PM10,75,158,109
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",17-04-2026 19:00,23.016834,72.625775,PM10,96,143,116
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",17-04-2026 19:00,23.041137,72.456691,PM2.5,43,218,78
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",17-04-2026 19:00,23.041137,72.456691,PM10,49,152,82
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",17-04-2026 19:00,23.041137,72.456691,SO2,6,26,13
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",17-04-2026 19:00,28.636429,77.201067,PM10,129,417,216
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",17-04-2026 19:00,28.636429,77.201067,NO2,33,158,88
India,Delhi,Delhi,"Mundka, Delhi - DPCC",17-04-2026 19:00,28.684678,77.076574,PM2.5,58,376,245
India,Delhi,Delhi,"Mundka, Delhi - DPCC",17-04-2026 19:00,28.684678,77.076574,NO2,47,121,84
India,Delhi,Delhi,"Mundka, Delhi - DPCC",17-04-2026 19:00,28.684678,77.076574,NH3,6,11,8
India,Delhi,Delhi,"Mundka, Delhi - DPCC",17-04-2026 19:00,28.684678,77.076574,SO2,14,42,27
India,Delhi,Delhi,"Rohini, Delhi - DPCC",17-04-2026 19:00,28.732528,77.11992,PM2.5,88,444,287
India,Delhi,Delhi,"Rohini, Delhi - DPCC",17-04-2026 19:00,28.732528,77.11992,CO,18,136,31
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",17-04-2026 19:00,28.6514781,77.1473105,NH3,6,12,8
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",17-04-2026 19:00,28.5504249,77.2159377,NO2,29,39,36
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",17-04-2026 19:00,28.60909,77.0325413,NO2,44,242,144
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",17-04-2026 19:00,28.1485564,77.3320667,NO2,23,24,24
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",17-04-2026 19:00,28.1485564,77.3320667,NH3,9,9,9
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",17-04-2026 19:00,28.1485564,77.3320667,OZONE,23,25,24
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",17-04-2026 19:00,28.3153,76.9143,PM10,59,246,109
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",17-04-2026 19:00,28.3153,76.9143,NO2,3,16,10
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",17-04-2026 19:00,28.3153,76.9143,NH3,2,3,3
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",17-04-2026 19:00,28.3153,76.9143,CO,6,56,17
